Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Anglican_LR40_IPMCMC4-5-5,7.137448218809202e-2,6.421670741148852e-2,7.615574623279082e-2,9.570229521576965e-3,6.096912548088566e-3,1.3679968183177712e-2
Anglican_LR50_IPMCMC4-5-5,7.52678674440735e-2,7.090182818608687e-2,7.775953859399627e-2,5.549470674342516e-3,3.624667186696747e-3,7.759040595503049e-3
Anglican_LR60_IPMCMC4-5-5,6.980158389995698e-2,6.1910297061810095e-2,7.643628496483694e-2,1.2592839117500709e-2,9.46598022365204e-3,1.599351783614456e-2
Anglican_LR70_IPMCMC4-5-5,7.22646803602162e-2,6.41336323315894e-2,7.601494169217883e-2,9.639251183316119e-3,4.505084904954306e-3,1.528218601825012e-2
Anglican_LR80_IPMCMC4-5-5,7.923715992748005e-2,7.74310741842107e-2,8.038396334606907e-2,2.330928695651034e-3,1.459059272334761e-3,3.3040957489716203e-3
Anglican_LR90_IPMCMC4-5-5,7.347631326616619e-2,6.909311905585264e-2,7.667220895922836e-2,6.29894603078401e-3,3.922843783520409e-3,9.980207809170211e-3
Anglican_LR100_IPMCMC4-5-5,7.552605880092655e-2,7.221754654709495e-2,7.853841503063488e-2,4.902247775137566e-3,3.4454591182918946e-3,7.3490857527198266e-3
Anglican_HMM10_IPMCMC4-5-5,7.473467009043736e-2,7.01459613547217e-2,7.839862266558757e-2,7.125742363368916e-3,5.589578636744808e-3,9.292718201645594e-3
Anglican_HMM20_IPMCMC4-5-5,7.769001239128874e-2,6.810906454889608e-2,0.10286332203112947,2.4443274534253743e-2,6.724281067733582e-3,4.1790024134921305e-2
Anglican_HMM30_IPMCMC4-5-5,7.677834321874863e-2,7.383720677921718e-2,7.893220551062813e-2,3.933743234579538e-3,3.0971170361693326e-3,5.272716153830549e-3
Anglican_HMM40_IPMCMC4-5-5,7.492874766672691e-2,7.149806644442051e-2,7.763569642240473e-2,5.420369427210683e-3,4.168567034627231e-3,7.041370729151895e-3
Anglican_HMM50_IPMCMC4-5-5,7.126588391384513e-2,6.200003448708817e-2,7.545952768635765e-2,1.0800223331404612e-2,4.911670043449399e-3,1.714709171046489e-2
Anglican_HMM60_IPMCMC4-5-5,7.275053342515467e-2,6.340443752881701e-2,7.78035926713641e-2,1.148901828600191e-2,5.755906593683115e-3,1.8667698373089677e-2
Anglican_HMM70_IPMCMC4-5-5,7.616400551762263e-2,6.742941697955328e-2,7.833915629510409e-2,6.004474801107338e-3,1.249250142656052e-3,1.0026829456580786e-2
Anglican_HMM80_IPMCMC4-5-5,7.328520569039638e-2,6.899474041863712e-2,7.693584315752128e-2,6.540425119295607e-3,5.371399289302252e-3,8.425515472900666e-3
Anglican_HMM90_IPMCMC4-5-5,7.757702457586663e-2,7.31577999265728e-2,7.889951180948576e-2,3.4046734525814333e-3,8.96652869967416e-4,5.632519233806552e-3
Anglican_HMM100_IPMCMC4-5-5,6.793984249862041e-2,5.8096673817726e-2,7.512651994137146e-2,1.4356781542686785e-2,9.163525909540442e-3,1.7848061109881432e-2
Anglican_LDA5_IPMCMC4-5-5,7.32099402860485e-2,6.861044157876253e-2,7.68556254883474e-2,7.143460089485767e-3,4.4247787158767544e-3,8.426136698402961e-3
Anglican_LDA10_IPMCMC4-5-5,7.447586079919442e-2,6.787844179855818e-2,7.909088920481767e-2,9.285883780426916e-3,5.312912510751665e-3,1.3061022460579242e-2
Anglican_LDA15_IPMCMC4-5-5,7.853864086005045e-2,7.72953090377738e-2,7.985737844972478e-2,2.048866730168966e-3,1.3286878545700706e-3,3.596923215427963e-3
Anglican_LDA20_IPMCMC4-5-5,7.524130884565247e-2,7.036572505493205e-2,7.764225099489713e-2,5.609875579907358e-3,1.9590703102740537e-3,7.7831145766135e-3
Anglican_LDA25_IPMCMC4-5-5,7.481316708111847e-2,6.965654704009033e-2,7.752580179662567e-2,6.121523197186092e-3,3.292256056018661e-3,9.583388009487659e-3
Anglican_LDA30_IPMCMC4-5-5,7.146844551666914e-2,6.336803867803895e-2,7.637807683937124e-2,1.0666075296613514e-2,6.978198821264281e-3,1.3795225805051457e-2
Anglican_LDA35_IPMCMC4-5-5,7.667469240038845e-2,7.338051849592198e-2,7.794758836081912e-2,3.321070995970816e-3,9.137821128411302e-4,5.537768313176791e-3
Anglican_LDA40_IPMCMC4-5-5,7.885877016400926e-2,7.775542836974647e-2,8.043045767146234e-2,2.073158593268305e-3,1.4971571758510378e-3,2.7849460793635122e-3
Anglican_LDA45_IPMCMC4-5-5,7.37982928543342e-2,6.792148453726654e-2,7.660852882393444e-2,6.3667357179404685e-3,1.7629879405922852e-3,9.446641149280788e-3
Anglican_LDA50_IPMCMC4-5-5,7.461214734948382e-2,6.831276040941815e-2,7.891752803625203e-2,9.336308498197646e-3,4.915915976451801e-3,1.3745263032305348e-2
